property_type,price,location,city,baths,purpose,bedrooms,area_m2,Cluster
House,5500000,Millat Road,Lahore,3,For Sale,3,51.0,Large Luxury Properties
Flat,20000,Soan Garden,Islamabad,2,For Rent,2,96.0,Medium Affordable Properties
House,23000000,Bahria Town Rawalpindi,Rawalpindi,6,For Sale,5,253.0,Large Luxury Properties
House,27500000,Faisal Town,Lahore,5,For Sale,4,253.0,Large Luxury Properties
House,38000,E-11,Islamabad,3,For Rent,2,202.0,Large Luxury Properties
House,9500000,New Afzal Town,Rawalpindi,4,For Sale,4,126.0,Large Luxury Properties
House,130000,G-11,Islamabad,6,For Rent,6,303.0,Large Luxury Properties
Flat,50000,DHA Defence,Karachi,2,For Rent,2,106.0,Medium Affordable Properties
House,2500000,Mominpura Road,Lahore,2,For Sale,1,51.0,Large Luxury Properties
House,2500000,Mohammadi Colony,Rawalpindi,1,For Sale,3,83.0,Large Luxury Properties
House,13500000,Soan Garden,Islamabad,5,For Sale,4,152.0,Large Luxury Properties
House,15000000,Dhok Kala Khan,Rawalpindi,1,For Sale,1,253.0,Large Luxury Properties
Upper Portion,65000,E-11,Islamabad,3,For Rent,3,354.0,Cheap Affordable Properties
Lower Portion,33000,G-15,Islamabad,2,For Rent,2,202.0,Cheap Affordable Properties
House,7000000,Baghbanpura,Lahore,2,For Sale,5,76.0,Large Luxury Properties
House,18000,H-13,Islamabad,3,For Rent,2,126.0,Large Luxury Properties
House,19500000,Bahria Town,Lahore,7,For Sale,5,253.0,Large Luxury Properties
House,24000000,Bahria Town Rawalpindi,Rawalpindi,6,For Sale,5,253.0,Large Luxury Properties
House,11500000,Bahria Town,Lahore,3,For Sale,3,126.0,Large Luxury Properties
House,14000000,Shah Faisal Town,Karachi,6,For Sale,6,121.0,Large Luxury Properties
House,13500000,Sher Zaman Colony,Rawalpindi,5,For Sale,5,278.0,Large Luxury Properties
House,16000000,Lake City,Lahore,5,For Sale,4,303.0,Large Luxury Properties
Flat,12000000,DHA Defence,Islamabad,4,For Sale,3,329.0,Medium Affordable Properties
Flat,9000000,DHA Defence,Karachi,2,For Sale,2,106.0,Medium Affordable Properties
Flat,3700000,Gadap Town,Karachi,2,For Sale,2,83.0,Medium Affordable Properties
House,3600000,Samanabad,Lahore,2,For Sale,4,63.0,Large Luxury Properties
House,20000000,DHA Defence,Islamabad,4,For Sale,6,164.0,Large Luxury Properties
House,8000000,PCSIR Housing Scheme,Lahore,4,For Sale,3,76.0,Large Luxury Properties
House,15200000,North Karachi,Karachi,4,For Sale,4,121.0,Large Luxury Properties
Lower Portion,50000,Amir Khusro,Karachi,2,For Rent,2,162.0,Cheap Affordable Properties
House,3900000,Harley Street,Rawalpindi,2,For Sale,2,76.0,Large Luxury Properties
House,32000000,G-13,Islamabad,7,For Sale,6,253.0,Large Luxury Properties
House,13000000,Bahria Town,Lahore,4,For Sale,3,126.0,Large Luxury Properties
House,16900000,DHA Defence,Lahore,4,For Sale,3,126.0,Large Luxury Properties
House,8500000,Super Highway,Karachi,2,For Sale,2,121.0,Large Luxury Properties
House,32500000,DHA Defence,Lahore,5,For Sale,4,253.0,Large Luxury Properties
House,11000000,North Karachi,Karachi,4,For Sale,4,121.0,Large Luxury Properties
House,15000000,Malir,Karachi,6,For Sale,6,121.0,Large Luxury Properties
Flat,5000000,Paragon City,Lahore,3,For Sale,2,126.0,Medium Affordable Properties
Flat,28000,Gulshan-e-Iqbal Town,Karachi,2,For Rent,2,106.0,Medium Affordable Properties
House,13500000,Bahria Town Rawalpindi,Rawalpindi,6,For Sale,5,177.0,Large Luxury Properties
House,30000000,DHA Defence,Lahore,5,For Sale,3,253.0,Large Luxury Properties
House,22000000,Bahria Town,Lahore,6,For Sale,5,253.0,Large Luxury Properties
Flat,17000,Bani Gala,Islamabad,3,For Rent,2,126.0,Medium Affordable Properties
House,12500000,Military Accounts Housing Society,Lahore,5,For Sale,5,152.0,Large Luxury Properties
Flat,8500000,DHA Defence,Karachi,2,For Sale,2,101.0,Medium Affordable Properties
House,16500000,Johar Town,Lahore,6,For Sale,5,126.0,Large Luxury Properties
House,17000000,Bahria Town,Lahore,4,For Sale,4,202.0,Large Luxury Properties
House,5800000,New Karachi,Karachi,2,For Sale,2,81.0,Large Luxury Properties
House,6800000,Nawaban Wala,Faisalabad,3,For Sale,5,152.0,Large Luxury Properties
House,5000000,Rehman Pura,Faisalabad,2,For Sale,3,76.0,Large Luxury Properties
House,14000000,Defence Road,Lahore,4,For Sale,4,126.0,Large Luxury Properties
House,4600000,Adiala Road,Rawalpindi,3,For Sale,2,126.0,Large Luxury Properties
House,15000000,Walled City,Lahore,3,For Sale,6,76.0,Large Luxury Properties
Flat,11400000,Bahria Town Karachi,Karachi,3,For Sale,3,253.0,Medium Affordable Properties
House,12500000,Bahria Town,Lahore,4,For Sale,3,126.0,Large Luxury Properties
Flat,85000,Diplomatic Enclave,Islamabad,4,For Rent,3,180.0,Medium Affordable Properties
House,9800000,Lahore Medical Housing Society,Lahore,3,For Sale,3,126.0,Large Luxury Properties
House,12800000,Sabzazar Scheme,Lahore,4,For Sale,4,126.0,Large Luxury Properties
Flat,13000000,Airport,Karachi,3,For Sale,3,212.0,Medium Affordable Properties
House,4600000,Harbanspura,Lahore,2,For Sale,4,51.0,Large Luxury Properties
House,12500000,DHA 11 Rahbar,Lahore,4,For Sale,3,126.0,Large Luxury Properties
Flat,7600000,North Nazimabad,Karachi,2,For Sale,2,83.0,Medium Affordable Properties
Flat,4000000,North Karachi,Karachi,2,For Sale,2,89.0,Medium Affordable Properties
Flat,5850000,Bahria Town Karachi,Karachi,2,For Sale,2,106.0,Medium Affordable Properties
House,37500000,Gulshan-e-Iqbal Town,Karachi,4,For Sale,4,243.0,Large Luxury Properties
House,30000,Eden Gardens,Faisalabad,3,For Rent,3,126.0,Large Luxury Properties
House,22000000,Bahria Town Rawalpindi,Rawalpindi,5,For Sale,4,253.0,Large Luxury Properties
House,8000000,Bahria Town Rawalpindi,Rawalpindi,3,For Sale,3,126.0,Large Luxury Properties
Flat,7500000,Gulshan-e-Iqbal Town,Karachi,3,For Sale,2,111.0,Medium Affordable Properties
Flat,9500000,DHA Defence,Karachi,2,For Sale,2,106.0,Medium Affordable Properties
Flat,13000000,Askari,Lahore,3,For Sale,3,253.0,Medium Affordable Properties
Flat,2200000,Liaquatabad,Karachi,1,For Sale,2,51.0,Medium Affordable Properties
House,28500000,DHA Defence,Islamabad,5,For Sale,4,253.0,Large Luxury Properties
House,13000000,EME Society,Lahore,4,For Sale,4,126.0,Large Luxury Properties
House,65000,Bahria Town Rawalpindi,Rawalpindi,6,For Rent,5,253.0,Large Luxury Properties
Flat,13500000,Askari,Lahore,4,For Sale,3,253.0,Medium Affordable Properties
House,3700000,Janjua Town,Rawalpindi,2,For Sale,2,126.0,Large Luxury Properties
House,65000,I-10,Islamabad,4,For Rent,4,101.0,Large Luxury Properties
Flat,2200000,Aashiana Road,Lahore,2,For Sale,2,51.0,Medium Affordable Properties
House,110000,Gulistan-e-Jauhar,Karachi,6,For Rent,6,405.0,Large Luxury Properties
House,15500000,Gulistan-e-Jauhar,Karachi,4,For Sale,4,121.0,Large Luxury Properties
House,18000000,Allama Iqbal Town,Lahore,5,For Sale,4,177.0,Large Luxury Properties
House,25500000,Bahria Town,Lahore,6,For Sale,5,278.0,Large Luxury Properties
Flat,10400000,Bahria Town Karachi,Karachi,3,For Sale,3,253.0,Medium Affordable Properties
House,17000000,DHA Defence,Lahore,4,For Sale,3,126.0,Large Luxury Properties
Flat,10500000,DHA Defence,Karachi,2,For Sale,2,111.0,Medium Affordable Properties
Upper Portion,100000,F-11,Islamabad,3,For Rent,3,405.0,Cheap Affordable Properties
Upper Portion,9000000,Gulshan-e-Iqbal Town,Karachi,2,For Sale,3,142.0,Cheap Affordable Properties
House,22000000,Bahria Town Rawalpindi,Rawalpindi,4,For Sale,6,253.0,Large Luxury Properties
Flat,11800000,Askari,Lahore,4,For Sale,3,253.0,Medium Affordable Properties
Flat,32500000,Khalid Bin Walid Road,Karachi,4,For Sale,4,271.0,Medium Affordable Properties
House,16500000,North Karachi,Karachi,4,For Sale,4,121.0,Large Luxury Properties
House,39000000,DHA Defence,Lahore,4,For Sale,4,253.0,Large Luxury Properties
Flat,3400000,Federal B Area,Karachi,1,For Sale,2,51.0,Medium Affordable Properties
House,58000,Bahria Town Rawalpindi,Rawalpindi,6,For Rent,5,253.0,Large Luxury Properties
House,8000000,Naseerabad,Rawalpindi,3,For Sale,2,190.0,Large Luxury Properties
House,3800000,Khayaban-e-Amin,Lahore,2,For Sale,2,126.0,Large Luxury Properties
Flat,7500000,Gulshan-e-Iqbal Town,Karachi,2,For Sale,2,111.0,Medium Affordable Properties
Flat,33000000,DHA Defence,Karachi,3,For Sale,2,185.0,Medium Affordable Properties
House,6000000,Airport Housing Society,Rawalpindi,3,For Sale,3,126.0,Large Luxury Properties
House,10000000,Samanabad,Lahore,6,For Sale,4,126.0,Large Luxury Properties
House,8500000,Gulshan Abad,Rawalpindi,2,For Sale,3,253.0,Large Luxury Properties
Flat,3200000,DHA Defence,Islamabad,2,For Sale,2,91.0,Medium Affordable Properties
Upper Portion,30000,Federal B Area,Karachi,2,For Rent,2,121.0,Cheap Affordable Properties
House,7500000,Lahore - Sheikhupura - Faisalabad Road,Faisalabad,3,For Sale,3,126.0,Large Luxury Properties
Flat,50000,E-11,Islamabad,2,For Rent,2,147.0,Medium Affordable Properties
House,3200000,Green Cap Housing Society,Lahore,2,For Sale,2,63.0,Large Luxury Properties
House,15000000,DHA Defence,Lahore,4,For Sale,3,126.0,Large Luxury Properties
House,12000000,Punjab Coop Housing Society,Lahore,4,For Sale,3,126.0,Large Luxury Properties
House,21700000,Bahria Town Karachi,Karachi,3,For Sale,3,202.0,Large Luxury Properties
House,6000000,Bahria Town Rawalpindi,Rawalpindi,2,For Sale,2,126.0,Large Luxury Properties
Flat,1900000,B-17,Islamabad,2,For Sale,2,63.0,Medium Affordable Properties
House,6500000,Canal Bank Housing Scheme,Lahore,3,For Sale,3,76.0,Large Luxury Properties
House,23500000,Wapda Town,Lahore,5,For Sale,5,253.0,Large Luxury Properties
House,25000000,DHA Defence,Islamabad,6,For Sale,5,253.0,Large Luxury Properties
Lower Portion,48000,Shalley Valley,Rawalpindi,2,For Rent,2,152.0,Cheap Affordable Properties
Lower Portion,67000,I-8,Islamabad,3,For Rent,3,253.0,Cheap Affordable Properties
Flat,4800000,Gulistan-e-Jauhar,Karachi,2,For Sale,2,76.0,Medium Affordable Properties
Flat,25000000,Khalid Bin Walid Road,Karachi,4,For Sale,3,197.0,Medium Affordable Properties
House,22500000,Korang Town,Islamabad,6,For Sale,5,354.0,Large Luxury Properties
Flat,9000000,Amil Colony,Karachi,2,For Sale,2,106.0,Medium Affordable Properties
House,45000,Bahria Town Rawalpindi,Rawalpindi,4,For Rent,4,177.0,Large Luxury Properties
House,11800000,Johar Town,Lahore,5,For Sale,4,126.0,Large Luxury Properties
House,38000,Bahria Town Karachi,Karachi,3,For Rent,3,152.0,Large Luxury Properties
Flat,2700000,Bahria Town Rawalpindi,Rawalpindi,1,For Sale,2,126.0,Medium Affordable Properties
House,14500000,Bostan Valley,Rawalpindi,5,For Sale,5,177.0,Large Luxury Properties
House,7500000,Nishtar Colony,Lahore,4,For Sale,4,89.0,Large Luxury Properties
House,35000000,DHA Defence,Karachi,4,For Sale,4,101.0,Large Luxury Properties
Upper Portion,30000,Walait Homes,Rawalpindi,3,For Rent,3,278.0,Cheap Affordable Properties
Flat,6000000,North Nazimabad,Karachi,2,For Sale,2,78.0,Medium Affordable Properties
Flat,6800000,DHA Defence,Karachi,2,For Sale,2,56.0,Medium Affordable Properties
House,16000000,Bahria Town Rawalpindi,Rawalpindi,6,For Sale,4,202.0,Large Luxury Properties
Upper Portion,7500000,Federal B Area,Karachi,3,For Sale,3,121.0,Cheap Affordable Properties
Flat,4500000,North Nazimabad,Karachi,3,For Sale,4,66.0,Medium Affordable Properties
Flat,3400000,Anda Mor Road,Karachi,2,For Sale,2,73.0,Medium Affordable Properties
Flat,6000000,Gulshan-e-Iqbal Town,Karachi,2,For Sale,2,73.0,Medium Affordable Properties
House,4500000,Sabzazar Scheme,Lahore,3,For Sale,3,51.0,Large Luxury Properties
House,6400000,H-13,Islamabad,4,For Sale,4,126.0,Large Luxury Properties
House,14000000,Bahria Town Karachi,Karachi,2,For Sale,2,152.0,Large Luxury Properties
House,8950000,Bahria Town Karachi,Karachi,3,For Sale,3,238.0,Large Luxury Properties
Flat,65000,Bahria Town Rawalpindi,Rawalpindi,2,For Rent,2,152.0,Medium Affordable Properties
House,37500000,Gulshan-e-Iqbal Town,Karachi,6,For Sale,6,243.0,Large Luxury Properties
House,10000000,Gulshan e Madina,Faisalabad,5,For Sale,4,126.0,Large Luxury Properties
House,10500000,College Road,Lahore,3,For Sale,3,126.0,Large Luxury Properties
House,6300000,Green Cap Housing Society,Lahore,4,For Sale,4,101.0,Large Luxury Properties
Flat,60000,F-11,Islamabad,2,For Rent,2,147.0,Medium Affordable Properties
Flat,8000000,Cotton Export Cooperative Housing Society,Karachi,3,For Sale,3,240.0,Medium Affordable Properties
House,125000,E-11,Islamabad,4,For Rent,4,202.0,Large Luxury Properties
House,55000,PWD Housing Scheme,Islamabad,5,For Rent,5,253.0,Large Luxury Properties
House,19000000,DHA Defence,Lahore,5,For Sale,4,253.0,Large Luxury Properties
Flat,50000,Clifton,Karachi,2,For Rent,2,111.0,Medium Affordable Properties
House,100000,DHA Defence,Karachi,5,For Rent,4,101.0,Large Luxury Properties
House,2400000,Adiala Road,Rawalpindi,1,For Sale,1,51.0,Large Luxury Properties
House,16500000,G-13,Islamabad,5,For Sale,4,111.0,Large Luxury Properties
House,10500000,Bahria Town Rawalpindi,Rawalpindi,4,For Sale,3,126.0,Large Luxury Properties
House,7500000,Canal Fort II,Lahore,4,For Sale,3,126.0,Large Luxury Properties
Flat,3800000,Gadap Town,Karachi,2,For Sale,2,73.0,Medium Affordable Properties
House,16500000,Malir,Karachi,6,For Sale,6,121.0,Large Luxury Properties
House,11200000,Dream Avenue Lahore,Lahore,4,For Sale,3,152.0,Large Luxury Properties
House,33000,Bahria Town Rawalpindi,Rawalpindi,3,For Rent,3,126.0,Large Luxury Properties
Flat,6800000,Bahria Town Karachi,Karachi,2,For Sale,2,129.0,Medium Affordable Properties
House,8500000,Township,Lahore,3,For Sale,2,126.0,Large Luxury Properties
Upper Portion,110000,E-11,Islamabad,3,For Rent,3,354.0,Cheap Affordable Properties
House,2100000,Band Road,Lahore,2,For Sale,3,51.0,Large Luxury Properties
Flat,14500000,Askari,Lahore,3,For Sale,3,253.0,Medium Affordable Properties
Flat,3500000,North Nazimabad,Karachi,1,For Sale,1,68.0,Medium Affordable Properties
House,6300000,DHA Defence,Islamabad,4,For Sale,3,202.0,Large Luxury Properties
House,5000000,Nishtar Colony,Lahore,4,For Sale,4,76.0,Large Luxury Properties
House,4490000,Omega Homes,Lahore,4,For Sale,3,76.0,Large Luxury Properties
Flat,36000000,Jamshed Town,Karachi,4,For Sale,4,271.0,Medium Affordable Properties
Flat,35000,Gulistan-e-Jauhar,Karachi,2,For Rent,3,147.0,Medium Affordable Properties
House,11500000,Cantt,Lahore,4,For Sale,3,139.0,Large Luxury Properties
House,17000000,Scheme 33,Karachi,4,For Sale,4,121.0,Large Luxury Properties
Flat,7800000,E-11,Islamabad,2,For Sale,2,132.0,Medium Affordable Properties
Flat,45000,DHA Defence,Islamabad,3,For Rent,3,298.0,Medium Affordable Properties
House,60000,G-13,Islamabad,5,For Rent,5,101.0,Large Luxury Properties
House,8000000,Shahdara,Lahore,3,For Sale,4,202.0,Large Luxury Properties
Upper Portion,36000,G-13,Islamabad,2,For Rent,2,202.0,Cheap Affordable Properties
House,43500,Bahria Town Rawalpindi,Rawalpindi,3,For Rent,3,202.0,Large Luxury Properties
Flat,80000,DHA Defence,Karachi,3,For Rent,3,225.0,Medium Affordable Properties
Flat,7000000,Nazimabad,Karachi,3,For Sale,3,152.0,Medium Affordable Properties
House,7500000,Eden Gardens,Faisalabad,4,For Sale,4,101.0,Large Luxury Properties
House,6250000,Garrison Homes,Lahore,3,For Sale,2,76.0,Large Luxury Properties
House,9500000,Formanites Housing Scheme,Lahore,4,For Sale,3,126.0,Large Luxury Properties
House,4000000,Adiala Road,Rawalpindi,2,For Sale,2,126.0,Large Luxury Properties
House,2400000,Aashiana Road,Lahore,2,For Sale,2,76.0,Large Luxury Properties
House,5800000,Bahria Town Rawalpindi,Rawalpindi,3,For Sale,2,126.0,Large Luxury Properties
Lower Portion,60000,I-8,Islamabad,3,For Rent,3,303.0,Cheap Affordable Properties
House,8800000,North Karachi,Karachi,5,For Sale,4,81.0,Large Luxury Properties
House,15000000,Johar Town,Lahore,5,For Sale,5,126.0,Large Luxury Properties
House,16500000,CBR Town,Islamabad,6,For Sale,5,177.0,Large Luxury Properties
House,80000,Chaklala Scheme,Rawalpindi,4,For Rent,4,354.0,Large Luxury Properties
Flat,5000000,Gulshan-e-Iqbal Town,Karachi,3,For Sale,3,142.0,Medium Affordable Properties
House,21000000,Bahria Town,Lahore,6,For Sale,5,253.0,Large Luxury Properties
Flat,6500000,DHA Defence,Karachi,2,For Sale,2,51.0,Medium Affordable Properties
House,9500000,Adiala Road,Rawalpindi,4,For Sale,4,152.0,Large Luxury Properties
House,22000000,DHA Defence,Islamabad,6,For Sale,5,253.0,Large Luxury Properties
House,24500000,DHA Defence,Lahore,5,For Sale,4,379.0,Large Luxury Properties
Upper Portion,58000,Jamshed Town,Karachi,3,For Rent,3,167.0,Cheap Affordable Properties
House,40000,Bahria Town Karachi,Karachi,3,For Rent,3,154.0,Large Luxury Properties
House,19500000,Nasheman-e-Iqbal,Lahore,6,For Sale,5,253.0,Large Luxury Properties
House,16500000,North Karachi,Karachi,4,For Sale,4,121.0,Large Luxury Properties
House,14000000,Gulistan Colony No 1,Faisalabad,4,For Sale,4,126.0,Large Luxury Properties
Flat,20000000,DHA Defence,Karachi,3,For Sale,3,180.0,Medium Affordable Properties
House,40000,Pakistan Town,Islamabad,5,For Rent,4,126.0,Large Luxury Properties
House,3950000,Green Town,Lahore,2,For Sale,3,56.0,Large Luxury Properties
Flat,100000,Jamshed Town,Karachi,4,For Rent,4,303.0,Medium Affordable Properties
House,27500000,Bahria Town,Islamabad,6,For Sale,5,278.0,Large Luxury Properties
Flat,16500000,Saddar Town,Karachi,3,For Sale,3,185.0,Medium Affordable Properties
Flat,95000,Cantt,Karachi,5,For Rent,4,303.0,Medium Affordable Properties
Flat,18000,E-11,Islamabad,1,For Rent,1,51.0,Medium Affordable Properties
Flat,26100000,F-11,Islamabad,2,For Sale,2,180.0,Medium Affordable Properties
Upper Portion,1900000,Liaquatabad,Karachi,1,For Sale,2,46.0,Cheap Affordable Properties
Flat,3500000,Malir,Karachi,2,For Sale,2,121.0,Medium Affordable Properties
Flat,28000,Shaheed Millat Road,Karachi,2,For Rent,2,121.0,Medium Affordable Properties
House,21600000,Bahria Town Karachi,Karachi,3,For Sale,3,202.0,Large Luxury Properties
House,11500000,Gulistan-e-Jauhar,Karachi,3,For Sale,3,202.0,Large Luxury Properties
House,5000000,Elite Town,Lahore,4,For Sale,4,126.0,Large Luxury Properties
House,9300000,Bahria Town Karachi,Karachi,3,For Sale,3,202.0,Large Luxury Properties
Flat,17000000,Clifton,Karachi,3,For Sale,3,185.0,Medium Affordable Properties
House,23000000,DHA Defence,Islamabad,6,For Sale,5,253.0,Large Luxury Properties
House,12100000,National Police Foundation O-9,Islamabad,4,For Sale,4,126.0,Large Luxury Properties
Upper Portion,60000,Rashid Minhas Road,Karachi,3,For Rent,3,253.0,Cheap Affordable Properties
House,26000,CBR Town,Islamabad,3,For Rent,2,202.0,Large Luxury Properties
Flat,6500000,North Karachi,Karachi,2,For Sale,2,106.0,Medium Affordable Properties
House,6860000,Shershah Colony - Raiwind Road,Lahore,3,For Sale,3,76.0,Large Luxury Properties
Lower Portion,90000,Clifton,Karachi,4,For Rent,3,253.0,Cheap Affordable Properties
House,7500000,Nishat Colony,Lahore,2,For Sale,2,177.0,Large Luxury Properties
Flat,9500000,Gulshan-e-Iqbal Town,Karachi,3,For Sale,3,202.0,Medium Affordable Properties
Flat,5500000,H-13,Islamabad,2,For Sale,2,124.0,Medium Affordable Properties
House,19000000,Gadap Town,Karachi,6,For Sale,5,405.0,Large Luxury Properties
House,10200000,Bahria Town,Lahore,5,For Sale,3,126.0,Large Luxury Properties
Lower Portion,20000,G-14,Islamabad,2,For Rent,1,126.0,Cheap Affordable Properties
House,18000000,DHA Defence,Lahore,5,For Sale,4,253.0,Large Luxury Properties
Lower Portion,50000,E-11,Islamabad,2,For Rent,2,202.0,Cheap Affordable Properties
House,12000000,Bahria Town,Lahore,4,For Sale,3,126.0,Large Luxury Properties
Upper Portion,52000,Federal B Area,Karachi,4,For Rent,3,405.0,Cheap Affordable Properties
